"","RT","TYPE","SERIALNO","PUMA","HINCP","NP"
"3554","H",2,1189512,102,NA,1
"3555","H",1,1189605,300,47300,2
"3556","H",1,1189659,300,NA,0
"3557","H",1,1189745,101,2400,1
"3558","H",1,1189895,102,182000,2
"3559","H",1,1190391,300,71000,2
"3560","H",2,1190781,104,NA,1
"3561","H",1,1190833,300,18000,5
"3562","H",1,1190849,103,96100,1
"3563","H",1,1190975,103,126000,2
"3564","H",1,1191236,101,48400,3
"3565","H",1,1191314,200,67670,2
"3566","H",1,1191407,300,18000,1
"3567","H",1,1191442,103,16600,1
"3568","H",1,1191474,101,14600,2
"3569","H",1,1191511,200,11600,3
"3570","H",1,1191546,103,12000,1
"3571","H",1,1192758,300,20400,2
"3572","H",1,1192795,102,60000,2
"3573","H",1,1193017,104,9000,3
"3574","H",1,1194125,200,86300,2
"3575","H",2,1194215,300,NA,1
"3576","H",1,1194809,102,262000,1
"3577","H",1,1195163,300,49600,2
"3578","H",1,1195486,200,19100,3
"3579","H",1,1196848,300,18000,7
"3580","H",3,1198401,200,NA,1
"3581","H",1,1199250,103,63500,2
"3582","H",1,1199962,101,NA,0
"3583","H",2,1199982,104,NA,1
"3584","H",3,1200105,102,NA,1
"3585","H",1,1200624,300,30000,2
"3586","H",1,1200726,101,81760,2
"3587","H",3,1200867,300,NA,1
"3588","H",1,1201221,101,NA,0
"3589","H",1,1201560,300,64000,2
"3590","H",1,1201731,102,584000,2
"3591","H",2,1201872,104,NA,1
"3592","H",3,1201935,103,NA,1
"3593","H",1,1202299,300,NA,0
"3594","H",1,1202326,103,65010,1
"3595","H",1,1202863,200,81000,2
"3596","H",1,1203164,300,NA,0
"3597","H",1,1203527,200,130000,2
"3598","H",1,1203660,300,45000,1
"3599","H",1,1203830,300,81000,4
"3600","H",1,1204458,102,57000,2
"3601","H",1,1205688,101,60000,1
"3602","H",1,1205990,200,134600,4
"3603","H",1,1206589,300,NA,0
"3604","H",1,1206914,101,NA,0
"3605","H",2,1207400,300,NA,1
"3606","H",1,1208289,102,130000,2
"3607","H",1,1208342,300,113960,4
"3608","H",1,1208417,300,67800,2
"3609","H",1,1208449,102,42000,1
"3610","H",1,1208636,300,54050,2
"3611","H",1,1208641,101,53000,2
"3612","H",1,1208677,104,122200,2
"3613","H",2,1209662,200,NA,1
"3614","H",1,1209909,200,86000,3
"3615","H",1,1210121,104,61400,2
"3616","H",1,1210190,101,203900,5
"3617","H",1,1210750,200,30000,1
"3618","H",1,1210751,300,91100,2
"3619","H",3,1210838,103,NA,1
"3620","H",1,1210935,104,16800,1
"3621","H",1,1210943,101,281000,1
"3622","H",1,1211157,300,NA,0
"3623","H",1,1211199,200,34000,5
"3624","H",1,1211399,103,NA,0
"3625","H",1,1211526,104,81500,3
"3626","H",1,1211679,200,30000,3
"3627","H",1,1211701,104,7500,1
"3628","H",3,1211986,103,NA,1
"3629","H",1,1212055,200,35000,1
"3630","H",1,1212123,103,45000,1
"3631","H",1,1212219,102,68000,2
"3632","H",1,1212233,102,30500,1
"3633","H",3,1212507,103,NA,1
"3634","H",1,1212843,103,130000,3
"3635","H",1,1212983,200,129500,2
"3636","H",1,1213582,200,75700,2
"3637","H",3,1213901,103,NA,1
"3638","H",1,1214364,103,50000,1
"3639","H",1,1214458,102,62700,2
"3640","H",1,1214985,102,72000,1
"3641","H",1,1215257,102,18700,1
"3642","H",1,1215605,200,72000,2
"3643","H",1,1215772,300,32000,1
"3644","H",1,1216601,300,NA,0
"3645","H",1,1216869,200,31200,4
"3646","H",1,1217054,102,50000,2
"3647","H",1,1217097,101,143000,3
"3648","H",1,1217314,300,52700,3
"3649","H",1,1217344,200,NA,0
"3650","H",1,1217683,103,83520,2
"3651","H",1,1218729,104,223000,3
"3652","H",3,1218740,200,NA,1
"3653","H",1,1219434,102,94000,2
"3654","H",1,1219782,104,102500,3
"3655","H",3,1219885,200,NA,1
"3656","H",1,1220084,104,159900,3
"3657","H",1,1220473,101,30800,1
"3658","H",1,1220847,300,36000,2
"3659","H",1,1220882,300,NA,0
"3660","H",1,1221309,104,154800,6
"3661","H",1,1221539,200,50000,2
"3662","H",1,1221867,103,69500,2
"3663","H",1,1221932,200,14000,2
"3664","H",1,1221949,103,66900,1
"3665","H",1,1222284,102,166000,3
"3666","H",1,1222330,300,13500,1
"3667","H",1,1223215,103,30600,1
"3668","H",1,1223242,101,26900,1
"3669","H",1,1223820,200,97000,2
"3670","H",1,1224410,200,48000,2
"3671","H",1,1224760,300,139500,4
"3672","H",1,1225057,102,216000,2
"3673","H",1,1225084,200,29140,1
"3674","H",1,1225180,300,40500,2
"3675","H",1,1225449,103,117000,2
"3676","H",2,1225867,102,NA,1
"3677","H",1,1225871,300,57100,7
"3678","H",1,1227253,300,25800,4
"3679","H",1,1227936,102,130000,2
"3680","H",1,1228266,102,170000,3
"3681","H",1,1228855,102,NA,0
"3682","H",1,1229453,104,35000,5
"3683","H",1,1229927,101,NA,0
"3684","H",1,1230309,104,77000,3
"3685","H",1,1230387,300,16600,1
"3686","H",1,1232185,101,NA,0
"3687","H",1,1232809,200,65500,2
"3688","H",1,1233804,300,NA,0
"3689","H",1,1233832,300,62570,2
"3690","H",1,1234057,300,78000,2
"3691","H",1,1235598,300,NA,0
"3692","H",1,1235709,200,28200,1
"3693","H",1,1235711,300,0,1
"3694","H",1,1235751,300,90900,2
"3695","H",2,1235855,200,NA,1
"3696","H",1,1236034,300,NA,0
"3697","H",1,1236084,300,85000,4
"3698","H",1,1236555,102,0,3
"3699","H",1,1236745,200,52000,4
"3700","H",1,1237042,300,13100,2
"3701","H",1,1237121,300,13590,1
"3702","H",1,1237396,102,219900,1
"3703","H",1,1237991,300,NA,0
"3704","H",1,1238128,300,NA,0
"3705","H",1,1238405,103,60000,2
"3706","H",1,1238537,103,27010,3
"3707","H",1,1238550,103,121500,2
"3708","H",1,1238901,103,59900,2
"3709","H",1,1239189,103,33600,4
"3710","H",1,1239278,300,30000,2
"3711","H",1,1239928,300,36600,1
"3712","H",1,1240012,102,25600,1
"3713","H",1,1240096,103,7500,1
"3714","H",1,1240239,300,9100,2
"3715","H",1,1240539,102,187000,3
"3716","H",1,1240781,103,28100,1
"3717","H",1,1241095,300,11100,3
"3718","H",1,1241573,300,80000,2
"3719","H",1,1241686,300,37100,7
"3720","H",1,1241999,101,NA,0
"3721","H",3,1242634,104,NA,1
"3722","H",1,1242951,200,NA,0
"3723","H",1,1243040,300,37100,4
"3724","H",1,1243045,300,315910,4
"3725","H",1,1243534,300,11600,2
"3726","H",1,1243940,101,60000,3
"3727","H",1,1244092,300,54000,1
"3728","H",1,1245825,104,107100,2
"3729","H",1,1246619,104,166300,5
"3730","H",1,1246775,102,271000,2
"3731","H",1,1247176,300,55500,3
"3732","H",1,1247201,200,41500,4
"3733","H",1,1247329,101,148000,2
"3734","H",1,1247712,102,460500,3
"3735","H",2,1247830,104,NA,1
"3736","H",2,1248484,300,NA,1
"3737","H",1,1248581,104,13000,2
"3738","H",1,1248641,300,98200,2
"3739","H",1,1248691,200,115000,4
"3740","H",1,1249062,300,71200,2
"3741","H",1,1249540,300,80000,4
"3742","H",2,1249563,104,NA,1
"3743","H",2,1249583,103,NA,1
"3744","H",1,1249682,300,94100,2
"3745","H",1,1249691,102,132000,2
"3746","H",1,1249809,102,145000,4
"3747","H",1,1249943,300,32000,2
"3748","H",1,1250078,102,106000,1
"3749","H",1,1250209,300,89000,3
"3750","H",1,1251142,300,80000,3
"3751","H",1,1251235,300,187400,2
"3752","H",1,1253437,104,43100,1
"3753","H",1,1254054,300,24000,1
"3754","H",3,1254889,102,NA,1
"3755","H",1,1255093,300,53000,2
"3756","H",1,1255345,103,1500,1
"3757","H",1,1255815,104,50530,4
"3758","H",2,1256071,102,NA,1
"3759","H",1,1256620,104,177900,2
"3760","H",1,1257472,200,NA,0
"3761","H",3,1257730,103,NA,1
"3762","H",1,1257965,101,NA,0
"3763","H",1,1258710,104,185000,4
"3764","H",1,1258758,300,169000,1
"3765","H",1,1258926,103,178000,4
"3766","H",1,1259243,102,119080,5
"3767","H",1,1260689,300,137700,6
"3768","H",1,1260997,200,49100,2
"3769","H",1,1261217,103,1700,1
"3770","H",1,1261959,300,NA,0
"3771","H",1,1262045,103,23000,1
"3772","H",1,1262056,300,74400,3
"3773","H",1,1262318,103,468000,2
"3774","H",1,1262772,300,168000,2
"3775","H",1,1262850,101,1200,3
"3776","H",2,1262943,103,NA,1
"3777","H",1,1263226,102,49700,1
"3778","H",2,1264058,101,NA,1
"3779","H",1,1264070,300,17000,1
"3780","H",1,1264982,300,NA,0
"3781","H",1,1265036,300,70000,2
"3782","H",1,1265181,300,75000,5
"3783","H",1,1265271,300,NA,0
"3784","H",1,1265761,102,20000,2
"3785","H",1,1266056,300,74400,2
"3786","H",1,1266169,102,35020,2
"3787","H",1,1266207,104,98000,2
"3788","H",1,1266409,300,34300,1
"3789","H",1,1266578,103,271000,3
"3790","H",1,1266617,300,NA,0
"3791","H",1,1267170,300,17300,2
"3792","H",1,1267344,103,44800,2
"3793","H",1,1267940,101,53000,2
"3794","H",1,1269010,104,45200,1
"3795","H",1,1269026,102,268000,3
"3796","H",1,1269266,102,18200,1
"3797","H",2,1269486,102,NA,1
"3798","H",1,1269871,102,130000,3
"3799","H",1,1270542,101,35000,3
"3800","H",1,1270552,101,14700,3
"3801","H",1,1270825,200,34400,2
"3802","H",1,1271035,102,87700,5
"3803","H",1,1271036,200,15800,1
"3804","H",1,1271323,104,58900,2
"3805","H",1,1271517,102,56800,2
"3806","H",1,1271594,300,60000,1
"3807","H",1,1272530,200,63900,4
"3808","H",1,1272555,102,53000,2
"3809","H",1,1272766,102,112000,2
"3810","H",1,1272893,104,77500,2
"3811","H",1,1272997,300,NA,0
"3812","H",1,1273008,200,NA,0
"3813","H",1,1273123,300,12000,1
"3814","H",1,1273605,300,40200,2
"3815","H",3,1273606,200,NA,1
"3816","H",1,1273668,300,63500,2
"3817","H",1,1274058,300,84800,3
"3818","H",1,1274569,101,55000,4
"3819","H",1,1276308,300,39700,2
"3820","H",1,1276674,300,23700,1
"3821","H",1,1277293,300,31300,2
"3822","H",1,1277328,300,NA,0
"3823","H",1,1277619,102,17004,1
"3824","H",1,1277802,300,120000,2
"3825","H",1,1278217,102,426040,2
"3826","H",1,1279521,102,200000,2
"3827","H",1,1279899,300,NA,0
"3828","H",1,1281132,101,81300,2
"3829","H",1,1281634,200,40200,1
"3830","H",1,1281806,103,17000,1
"3831","H",1,1282253,300,35600,1
"3832","H",1,1282489,300,30030,4
"3833","H",1,1282550,104,74100,2
"3834","H",1,1282600,102,83000,2
"3835","H",1,1283315,101,27500,1
"3836","H",1,1283809,102,34000,1
"3837","H",1,1283962,200,46200,1
"3838","H",1,1284187,102,41200,4
"3839","H",1,1284776,101,23600,1
"3840","H",1,1285235,101,54200,2
"3841","H",1,1285732,103,59700,2
"3842","H",1,1286019,102,11000,1
"3843","H",1,1286168,103,69100,3
"3844","H",1,1286504,104,32000,1
"3845","H",1,1287336,104,31500,1
"3846","H",1,1287921,102,72000,1
"3847","H",1,1288407,104,68000,1
"3848","H",1,1288488,103,112300,3
"3849","H",1,1288925,101,14200,2
"3850","H",1,1288967,200,12000,1
"3851","H",1,1289184,101,18700,1
"3852","H",1,1289193,101,140000,2
"3853","H",1,1289233,300,NA,0
"3854","H",1,1289605,102,99000,1
"3855","H",1,1290003,102,31000,1
"3856","H",1,1290011,200,50700,2
"3857","H",1,1290285,103,58100,2
"3858","H",2,1290539,104,NA,1
"3859","H",1,1290840,103,71000,1
"3860","H",2,1291180,101,NA,1
"3861","H",2,1291547,103,NA,1
"3862","H",1,1291714,300,77370,3
"3863","H",3,1292062,103,NA,1
"3864","H",1,1293114,103,2400,1
"3865","H",1,1293170,300,18600,5
"3866","H",1,1294314,102,125000,2
"3867","H",1,1294342,300,NA,0
"3868","H",1,1294459,101,NA,0
"3869","H",1,1294673,103,136940,4
"3870","H",1,1294678,103,135000,2
"3871","H",1,1295103,103,45000,1
"3872","H",1,1295229,104,80000,2
"3873","H",1,1295373,101,19100,5
"3874","H",1,1295936,300,60750,4
"3875","H",1,1296422,300,62390,2
"3876","H",1,1296431,300,20600,2
"3877","H",1,1296543,102,101500,4
"3878","H",1,1296784,300,85000,4
"3879","H",1,1297058,300,74400,2
"3880","H",1,1297614,101,11700,3
"3881","H",1,1297803,300,40300,1
"3882","H",1,1297887,300,73000,2
"3883","H",1,1298301,300,NA,0
"3884","H",1,1298322,101,NA,0
"3885","H",1,1298469,300,220000,3
"3886","H",1,1298820,102,320600,2
"3887","H",1,1298862,300,NA,0
"3888","H",2,1299055,104,NA,1
"3889","H",1,1299325,101,32600,2
"3890","H",1,1299459,300,56000,2
"3891","H",1,1300652,300,NA,0
"3892","H",1,1300672,300,91900,2
"3893","H",1,1301244,200,34600,2
"3894","H",1,1302271,101,93000,2
"3895","H",1,1302282,300,NA,0
"3896","H",1,1302836,200,30000,2
"3897","H",2,1303173,104,NA,1
"3898","H",1,1303487,102,65700,2
"3899","H",1,1303620,200,133000,2
"3900","H",1,1303716,103,44600,1
"3901","H",2,1304345,102,NA,1
"3902","H",1,1304646,103,42800,3
"3903","H",1,1305216,101,186000,3
"3904","H",1,1305922,300,19300,2
"3905","H",1,1306013,103,88370,3
"3906","H",1,1306174,300,52400,2
"3907","H",1,1306387,104,62000,4
"3908","H",2,1306583,300,NA,1
"3909","H",1,1306819,300,43500,2
"3910","H",1,1306941,103,32000,2
"3911","H",1,1308006,300,43820,2
"3912","H",1,1308030,300,6450,1
"3913","H",1,1308293,200,64000,4
"3914","H",3,1308469,104,NA,1
"3915","H",1,1309363,102,0,1
"3916","H",1,1309723,300,NA,0
"3917","H",1,1310319,300,NA,0
"3918","H",1,1310371,102,199000,3
"3919","H",1,1311146,300,NA,0
"3920","H",1,1311178,101,146800,4
"3921","H",1,1311204,101,12100,2
"3922","H",3,1311678,300,NA,1
"3923","H",1,1311893,200,NA,0
"3924","H",1,1312516,104,85000,2
"3925","H",1,1312538,300,159300,2
"3926","H",1,1313294,104,41000,3
"3927","H",1,1313384,102,73610,4
"3928","H",1,1313768,101,27600,2
"3929","H",1,1314514,104,3900,5
"3930","H",1,1315098,104,44500,2
"3931","H",1,1315359,300,72100,2
"3932","H",1,1316850,102,95000,4
"3933","H",1,1316918,102,30300,2
"3934","H",1,1316990,103,228000,2
"3935","H",1,1317092,300,19200,2
"3936","H",1,1317747,300,NA,0
"3937","H",1,1318438,200,103000,3
"3938","H",1,1318520,200,115000,2
"3939","H",3,1318689,103,NA,1
"3940","H",3,1318998,200,NA,1
"3941","H",1,1319007,200,71600,2
"3942","H",1,1319450,102,125600,6
"3943","H",1,1319476,102,49400,2
"3944","H",1,1319751,104,269000,5
"3945","H",1,1320060,200,148500,2
"3946","H",1,1320273,102,35700,1
"3947","H",1,1320772,300,NA,0
"3948","H",1,1320818,300,NA,0
"3949","H",1,1320888,103,82800,2
"3950","H",1,1321168,102,108400,4
"3951","H",1,1321421,102,5800,1
"3952","H",1,1321492,104,89400,5
"3953","H",1,1321628,200,NA,0
"3954","H",1,1321746,300,42700,2
"3955","H",1,1321934,300,61800,1
"3956","H",1,1322222,300,171500,4
"3957","H",1,1322662,300,159000,3
"3958","H",1,1322805,102,162000,2
"3959","H",1,1323588,102,NA,0
"3960","H",1,1323939,103,110330,7
"3961","H",1,1324207,300,22800,2
"3962","H",1,1324614,300,NA,0
"3963","H",1,1324767,200,93700,4
"3964","H",1,1325263,102,101500,2
"3965","H",1,1325541,104,85900,2
"3966","H",1,1328840,101,18000,1
"3967","H",1,1328958,101,35000,1
"3968","H",1,1329011,103,NA,0
"3969","H",1,1329468,103,31900,2
"3970","H",2,1330102,104,NA,1
"3971","H",1,1330521,300,NA,0
"3972","H",1,1330780,300,70000,1
"3973","H",1,1331244,102,36800,4
"3974","H",1,1331328,101,24000,2
"3975","H",1,1331581,200,88900,2
"3976","H",1,1331942,104,130200,2
"3977","H",3,1332519,103,NA,1
"3978","H",3,1332780,103,NA,1
"3979","H",1,1332975,300,490,1
"3980","H",1,1333077,104,43620,5
"3981","H",2,1333311,101,NA,1
"3982","H",1,1333532,104,30400,2
"3983","H",1,1334229,103,61930,2
"3984","H",1,1334822,200,67000,3
"3985","H",1,1335142,300,74900,3
"3986","H",1,1335713,104,NA,0
"3987","H",1,1335948,300,33200,2
"3988","H",1,1336284,200,32000,1
"3989","H",1,1336645,300,NA,0
"3990","H",1,1337181,300,NA,0
"3991","H",1,1337191,102,133000,2
"3992","H",2,1337208,300,NA,1
"3993","H",1,1337300,104,120300,7
"3994","H",1,1337451,300,80400,2
"3995","H",1,1338018,104,189600,4
"3996","H",1,1338130,101,53000,2
"3997","H",1,1338502,101,90000,2
"3998","H",1,1338538,103,102800,2
"3999","H",3,1338564,103,NA,1
"4000","H",1,1338876,300,125000,2
"4001","H",1,1339502,102,69000,3
"4002","H",1,1339675,103,35000,2
"4003","H",1,1339726,101,30900,2
"4004","H",1,1340616,104,49400,1
"4005","H",1,1341160,200,53400,1
"4006","H",1,1341949,300,28000,1
"4007","H",1,1342222,104,32400,2
"4008","H",1,1342268,300,NA,0
"4009","H",1,1342286,300,25000,1
"4010","H",1,1342738,200,43800,2
"4011","H",2,1342806,101,NA,1
"4012","H",1,1343109,104,32000,1
"4013","H",1,1343345,103,95000,1
"4014","H",1,1343410,300,30000,1
"4015","H",2,1343823,300,NA,1
"4016","H",1,1343846,101,64200,3
"4017","H",1,1344601,104,25000,1
"4018","H",1,1344604,103,27000,1
"4019","H",2,1344717,200,NA,1
"4020","H",1,1344782,101,65000,2
"4021","H",1,1344928,300,58000,2
"4022","H",1,1344945,300,240000,2
"4023","H",1,1345290,200,1000,1
"4024","H",1,1345301,300,65000,1
"4025","H",1,1345429,300,17100,2
"4026","H",1,1345599,200,22004,1
"4027","H",1,1345616,102,15000,1
"4028","H",1,1345779,300,46000,5
"4029","H",1,1346056,300,NA,0
"4030","H",1,1346658,104,39500,1
"4031","H",1,1347167,103,119000,3
"4032","H",1,1347692,200,47700,2
"4033","H",1,1348027,102,23000,1
"4034","H",1,1348559,103,NA,0
"4035","H",1,1349207,200,81800,4
"4036","H",1,1349711,200,103000,1
"4037","H",1,1350371,101,23290,1
"4038","H",1,1350877,300,8300,1
"4039","H",1,1350986,300,17210,2
"4040","H",1,1351271,104,52800,4
"4041","H",1,1351754,104,62000,2
"4042","H",3,1352198,103,NA,1
"4043","H",1,1352437,200,132100,4
"4044","H",1,1352685,103,87750,3
"4045","H",1,1352935,300,92600,2
"4046","H",1,1352976,300,60000,2
"4047","H",1,1353173,300,26700,1
"4048","H",1,1353360,103,43400,2
"4049","H",1,1353630,102,385000,2
"4050","H",1,1353838,300,101000,5
"4051","H",3,1353855,200,NA,1
"4052","H",1,1353949,103,40430,2
"4053","H",1,1354401,300,43300,2
"4054","H",1,1354664,103,150000,2
"4055","H",1,1355101,102,NA,0
"4056","H",1,1355292,300,NA,0
"4057","H",1,1355936,300,94500,6
"4058","H",1,1356285,103,49000,2
"4059","H",2,1356366,104,NA,1
"4060","H",1,1356989,300,NA,0
"4061","H",1,1357293,300,112200,4
"4062","H",1,1357617,103,81770,2
"4063","H",1,1358134,300,34700,2
"4064","H",1,1358248,300,119700,2
"4065","H",1,1358332,300,NA,0
"4066","H",1,1358455,300,51920,1
"4067","H",1,1358840,300,67400,2
"4068","H",1,1358891,300,20200,1
"4069","H",1,1359416,102,47300,2
"4070","H",1,1359889,102,41900,1
"4071","H",1,1359897,300,53000,2
"4072","H",1,1360197,300,97700,2
"4073","H",1,1360539,200,35200,3
"4074","H",1,1360770,103,23800,1
"4075","H",1,1360772,300,142000,2
"4076","H",3,1361465,103,NA,1
"4077","H",1,1361783,300,NA,0
"4078","H",1,1361940,104,115800,2
"4079","H",1,1362219,300,46000,4
"4080","H",1,1362321,200,28000,1
"4081","H",1,1363073,102,132600,2
"4082","H",1,1363419,104,67900,1
"4083","H",1,1363812,104,54100,4
"4084","H",1,1364170,300,35000,2
"4085","H",1,1364345,300,NA,0
"4086","H",1,1364366,102,45000,1
"4087","H",1,1364385,104,51600,2
"4088","H",1,1365112,200,170000,2
"4089","H",1,1365652,102,37800,1
"4090","H",3,1366012,103,NA,1
"4091","H",1,1366248,300,NA,0
"4092","H",1,1366922,102,120000,3
"4093","H",1,1367133,102,23000,2
"4094","H",1,1367343,300,196070,6
"4095","H",1,1367608,102,534900,2
"4096","H",1,1367860,300,NA,0
"4097","H",1,1368319,104,123130,3
"4098","H",1,1368890,102,120000,4
"4099","H",1,1369435,300,55300,2
"4100","H",1,1369439,300,NA,0
"4101","H",1,1369463,300,NA,0
"4102","H",1,1369685,104,90000,1
"4103","H",2,1370006,300,NA,1
"4104","H",1,1371755,103,43900,3
"4105","H",1,1371943,200,15000,9
"4106","H",3,1372172,300,NA,1
"4107","H",1,1372247,300,141000,4
"4108","H",1,1372480,200,21400,1
"4109","H",1,1372819,300,56800,2
"4110","H",1,1372977,103,50000,1
"4111","H",1,1373531,300,240790,2
"4112","H",1,1373774,104,25800,5
"4113","H",1,1373986,101,69900,2
"4114","H",1,1374117,200,7600,1
"4115","H",1,1374508,300,NA,0
"4116","H",3,1375157,103,NA,1
"4117","H",1,1375170,101,25200,1
"4118","H",1,1376938,300,18800,3
"4119","H",1,1377008,300,112400,1
"4120","H",1,1377398,101,30001,1
"4121","H",1,1377577,200,88000,1
"4122","H",1,1377989,300,NA,0
"4123","H",1,1378003,104,56600,2
"4124","H",1,1379107,101,NA,0
"4125","H",1,1379699,300,NA,0
"4126","H",1,1380455,101,35310,1
"4127","H",1,1380821,300,40360,2
"4128","H",1,1381529,103,115200,2
"4129","H",1,1381557,101,NA,0
"4130","H",1,1381863,102,78900,2
"4131","H",2,1381891,300,NA,1
"4132","H",1,1382180,102,35730,1
"4133","H",1,1382201,101,13000,1
"4134","H",1,1382382,300,60000,1
"4135","H",2,1382643,104,NA,1
"4136","H",1,1382695,103,125000,3
"4137","H",1,1382773,102,99000,1
"4138","H",1,1382883,300,114500,2
"4139","H",1,1383812,300,52000,4
"4140","H",1,1384461,101,47000,2
"4141","H",1,1384641,101,147000,2
"4142","H",1,1385006,300,NA,0
"4143","H",1,1385612,300,22700,1
"4144","H",1,1385632,300,NA,0
"4145","H",1,1385671,300,NA,0
"4146","H",1,1386462,300,37800,2
"4147","H",1,1386590,102,25100,1
"4148","H",3,1386656,103,NA,1
"4149","H",1,1386749,102,35500,2
"4150","H",1,1386877,300,15600,4
"4151","H",1,1387546,102,40,1
"4152","H",1,1387836,104,72500,5
"4153","H",1,1388116,102,44800,1
"4154","H",1,1388428,103,230000,3
"4155","H",1,1388713,300,65000,2
"4156","H",1,1388799,102,23000,2
"4157","H",2,1389147,102,NA,1
"4158","H",1,1390301,300,95200,1
