"","RT","TYPE","SERIALNO","PUMA","HINCP","NP"
"1259","H",1,417854,103,46000,1
"1260","H",1,418231,102,55000,1
"1261","H",1,418635,300,NA,0
"1262","H",1,418770,102,109300,2
"1263","H",1,418810,200,65000,1
"1264","H",1,418890,200,50500,2
"1265","H",1,419385,103,125200,3
"1266","H",1,419979,300,122000,4
"1267","H",1,420021,300,65700,2
"1268","H",1,420099,101,85000,1
"1269","H",1,421356,102,37500,6
"1270","H",1,421641,300,82520,2
"1271","H",1,421763,104,30400,1
"1272","H",1,421874,104,184100,4
"1273","H",1,422752,300,107000,2
"1274","H",1,422989,101,138000,4
"1275","H",1,423047,300,NA,0
"1276","H",1,423912,102,189000,3
"1277","H",1,424342,102,90610,3
"1278","H",1,424608,102,52900,2
"1279","H",1,424809,300,16000,4
"1280","H",1,424891,102,103000,2
"1281","H",1,424962,200,46000,2
"1282","H",1,424997,300,25200,2
"1283","H",3,425839,200,NA,1
"1284","H",1,426102,103,23000,1
"1285","H",1,426446,103,35000,1
"1286","H",1,426705,200,99000,2
"1287","H",1,427252,101,47000,1
"1288","H",1,427311,200,NA,0
"1289","H",1,428681,102,76300,4
"1290","H",1,428801,103,14700,1
"1291","H",1,428809,300,NA,0
"1292","H",1,429119,300,78000,1
"1293","H",1,429133,300,NA,0
"1294","H",1,429472,103,8000,3
"1295","H",1,430625,300,29800,2
"1296","H",1,431113,300,46760,1
"1297","H",1,431262,300,27800,1
"1298","H",1,431376,200,75600,2
"1299","H",1,431522,300,46800,1
"1300","H",1,431943,102,51100,2
"1301","H",1,432322,200,29100,4
"1302","H",1,432544,103,59660,2
"1303","H",3,433133,103,NA,1
"1304","H",1,433712,102,94600,2
"1305","H",1,434097,104,176000,5
"1306","H",1,434829,300,290000,2
"1307","H",1,435110,103,243000,2
"1308","H",1,435416,300,40000,3
"1309","H",1,435662,300,89500,2
"1310","H",1,436099,101,122700,5
"1311","H",1,436461,300,NA,0
"1312","H",1,436881,300,0,1
"1313","H",1,437187,300,21000,1
"1314","H",1,437442,300,24000,4
"1315","H",1,437916,300,46000,1
"1316","H",1,438336,200,115800,2
"1317","H",1,438359,104,21100,2
"1318","H",1,438527,200,21600,1
"1319","H",1,440245,300,24020,2
"1320","H",1,440636,300,98400,3
"1321","H",1,440713,200,25040,5
"1322","H",1,441323,104,438300,4
"1323","H",1,441422,300,NA,0
"1324","H",1,442041,101,125000,4
"1325","H",1,442710,101,NA,0
"1326","H",1,442981,102,38000,3
"1327","H",3,443074,103,NA,1
"1328","H",1,443507,102,24600,2
"1329","H",1,443740,102,121000,4
"1330","H",2,443933,104,NA,1
"1331","H",1,444227,200,91000,1
"1332","H",1,444270,300,108300,2
"1333","H",1,444408,300,36900,4
"1334","H",1,444630,104,68000,4
"1335","H",3,445680,101,NA,1
"1336","H",1,446178,200,129030,4
"1337","H",1,446193,300,2300,2
"1338","H",1,446862,101,51000,2
"1339","H",1,446980,102,61600,2
"1340","H",1,447439,300,NA,0
"1341","H",1,447964,103,33000,2
"1342","H",1,448112,102,33200,1
"1343","H",1,448864,102,44930,2
"1344","H",1,449028,104,120000,4
"1345","H",1,450033,103,88000,3
"1346","H",2,450286,102,NA,1
"1347","H",1,450520,200,177000,7
"1348","H",1,450763,102,267100,2
"1349","H",1,451261,102,114000,2
"1350","H",1,452218,103,139900,3
"1351","H",1,452333,103,46800,1
"1352","H",1,452413,300,NA,0
"1353","H",1,452540,102,86400,2
"1354","H",1,452748,103,52100,1
"1355","H",1,452992,103,46000,6
"1356","H",1,453337,200,10000,1
"1357","H",1,453409,300,62000,3
"1358","H",1,454615,300,64160,2
"1359","H",1,455456,200,0,1
"1360","H",1,455697,103,482000,2
"1361","H",1,455743,300,69000,2
"1362","H",1,455929,104,106700,2
"1363","H",1,456071,300,NA,0
"1364","H",1,456303,102,74000,3
"1365","H",1,456477,103,240000,4
"1366","H",1,456675,300,25000,4
"1367","H",1,456809,103,52000,3
"1368","H",1,457687,102,47500,3
"1369","H",1,458372,101,0,1
"1370","H",1,459012,300,273000,2
"1371","H",1,459318,101,28000,2
"1372","H",1,459456,103,56801,1
"1373","H",1,459799,101,0,2
"1374","H",1,459838,200,24000,2
"1375","H",1,460096,300,228100,1
"1376","H",1,460113,300,NA,0
"1377","H",1,460326,102,64500,5
"1378","H",1,461584,200,21000,2
"1379","H",1,461711,104,138000,4
"1380","H",1,461794,104,14000,1
"1381","H",1,461884,102,247000,5
"1382","H",1,461961,300,75250,3
"1383","H",1,461992,300,29770,1
"1384","H",1,462526,103,325500,5
"1385","H",1,462808,103,36800,2
"1386","H",1,462852,200,79000,4
"1387","H",1,463079,300,NA,0
"1388","H",1,463500,300,NA,0
"1389","H",1,463814,300,115000,4
"1390","H",1,465928,300,7300,1
"1391","H",1,466491,300,0,1
"1392","H",1,467855,300,27420,2
"1393","H",1,468194,102,NA,0
"1394","H",1,468536,102,7870,1
"1395","H",1,468923,300,NA,0
"1396","H",1,469177,300,69000,1
"1397","H",1,469434,103,89500,6
"1398","H",1,469654,102,90000,4
"1399","H",1,470652,200,52000,1
"1400","H",2,470764,101,NA,1
"1401","H",1,470780,300,NA,0
"1402","H",1,471266,102,208800,5
"1403","H",1,471366,300,60600,2
"1404","H",1,471893,300,NA,0
"1405","H",1,472926,300,33000,2
"1406","H",1,472994,300,15000,1
"1407","H",1,473024,103,40000,1
"1408","H",1,473141,300,77400,3
"1409","H",1,473262,104,56750,2
"1410","H",3,473955,200,NA,1
"1411","H",1,474059,300,NA,0
"1412","H",1,474324,102,105000,1
"1413","H",1,474683,101,77850,3
"1414","H",1,474710,300,46700,5
"1415","H",1,474899,101,27200,2
"1416","H",1,475317,300,NA,0
"1417","H",1,475458,103,44500,1
"1418","H",1,475641,300,7900,1
"1419","H",1,476218,200,70000,4
"1420","H",1,476234,200,57000,1
"1421","H",1,476958,101,0,1
"1422","H",1,477387,200,47000,1
"1423","H",1,478544,103,29080,2
"1424","H",1,479428,300,50800,2
"1425","H",1,479431,200,97800,3
"1426","H",1,479472,102,175000,4
"1427","H",1,479555,200,136400,4
"1428","H",1,479602,300,NA,0
"1429","H",1,479696,102,378000,2
"1430","H",1,479730,104,79000,2
"1431","H",1,479871,104,45000,1
"1432","H",1,480806,103,4100,1
"1433","H",1,481561,300,18400,1
"1434","H",1,481683,102,154000,2
"1435","H",1,482367,200,63000,3
"1436","H",1,482443,102,211000,2
"1437","H",1,483176,102,180000,1
"1438","H",1,483313,200,36400,2
"1439","H",1,483424,102,90000,1
"1440","H",2,483475,104,NA,1
"1441","H",1,483547,103,20000,1
"1442","H",1,483892,200,31800,6
"1443","H",1,484094,102,50050,1
"1444","H",1,484250,102,138000,2
"1445","H",1,484702,102,137630,1
"1446","H",1,485154,300,13800,2
"1447","H",1,485385,300,85400,2
"1448","H",1,485531,300,27100,2
"1449","H",1,485826,102,29800,1
"1450","H",1,486110,300,125000,4
"1451","H",1,486260,300,NA,0
"1452","H",1,486674,300,NA,0
"1453","H",1,488742,101,45300,2
"1454","H",1,489260,102,NA,0
"1455","H",1,489411,102,253100,3
"1456","H",1,489497,200,28400,2
"1457","H",1,489586,104,55000,5
"1458","H",1,490746,200,108210,2
"1459","H",1,491272,300,NA,0
"1460","H",1,491285,200,48900,2
"1461","H",1,491978,104,446000,2
"1462","H",1,492173,300,NA,0
"1463","H",1,492272,103,27000,2
"1464","H",1,492344,200,19900,1
"1465","H",1,492409,300,90100,2
"1466","H",1,492479,300,38560,1
"1467","H",1,493009,102,80000,2
"1468","H",1,494843,200,6100,1
"1469","H",1,495976,200,60000,2
"1470","H",1,496207,103,74300,2
"1471","H",1,496695,300,35000,2
"1472","H",1,496893,300,NA,0
"1473","H",2,497291,102,NA,1
"1474","H",1,497624,300,NA,0
"1475","H",1,497910,101,107000,4
"1476","H",1,498482,104,101200,2
"1477","H",1,499291,300,57170,2
"1478","H",1,499686,102,18400,1
"1479","H",1,501210,200,60200,2
"1480","H",1,501932,101,81230,2
"1481","H",1,501936,103,39400,5
"1482","H",1,502232,102,49700,1
"1483","H",1,502307,200,NA,0
"1484","H",1,503027,200,43800,2
"1485","H",1,503211,104,100000,3
"1486","H",1,503400,300,NA,0
"1487","H",1,504133,102,35200,1
"1488","H",1,504329,101,92900,2
"1489","H",1,504572,104,27100,1
"1490","H",1,504637,104,NA,0
"1491","H",1,505657,101,NA,0
"1492","H",1,506222,300,104800,3
"1493","H",1,506291,102,204200,4
"1494","H",1,506438,200,98000,2
"1495","H",1,506571,102,16400,2
"1496","H",1,507550,300,NA,0
"1497","H",1,507743,101,NA,0
"1498","H",2,508531,200,NA,1
"1499","H",1,509888,300,118680,2
"1500","H",1,510038,103,29000,3
"1501","H",1,510771,300,141400,2
"1502","H",1,511021,104,112000,4
"1503","H",1,511173,200,28400,1
"1504","H",1,511498,300,91500,3
"1505","H",1,511942,300,90700,3
"1506","H",1,512067,200,107000,3
"1507","H",1,512401,102,135000,2
"1508","H",1,512539,101,100000,3
"1509","H",1,512828,101,45300,2
"1510","H",3,513118,101,NA,1
"1511","H",1,513243,101,66300,2
"1512","H",1,513245,103,42500,1
"1513","H",1,514279,103,41100,1
"1514","H",1,514328,103,135500,4
"1515","H",1,514337,104,159000,5
"1516","H",1,514522,300,115000,2
"1517","H",1,514607,103,7850,2
"1518","H",1,515216,200,105000,2
"1519","H",1,515566,102,45000,1
"1520","H",1,515866,103,441200,2
"1521","H",1,516549,102,45200,1
"1522","H",1,517240,102,117000,3
"1523","H",1,517878,102,63600,3
"1524","H",1,518191,200,62100,2
"1525","H",1,518302,300,NA,0
"1526","H",1,518633,104,186000,2
"1527","H",1,518930,300,NA,0
"1528","H",1,518994,104,80000,3
"1529","H",1,520170,300,28200,5
"1530","H",1,520717,104,75000,1
"1531","H",1,521279,200,66000,3
"1532","H",1,521380,102,37000,3
"1533","H",1,521444,104,28100,2
"1534","H",1,521687,300,NA,0
"1535","H",1,522111,101,26000,2
"1536","H",1,523721,101,7300,1
"1537","H",1,524096,300,25000,4
"1538","H",1,524185,103,5000,1
"1539","H",1,524469,103,86000,2
"1540","H",1,524642,102,120000,1
"1541","H",1,524679,300,192200,2
"1542","H",1,524856,102,183800,4
"1543","H",2,525307,104,NA,1
"1544","H",1,525353,103,96100,5
"1545","H",1,525918,300,NA,0
"1546","H",1,525941,103,75300,2
"1547","H",1,527264,300,21000,1
"1548","H",1,527434,200,20600,1
"1549","H",1,527786,103,33800,1
"1550","H",1,527960,300,NA,0
"1551","H",3,528022,200,NA,1
"1552","H",1,528214,102,245500,4
"1553","H",1,528326,103,34800,2
"1554","H",1,528428,104,93500,4
"1555","H",1,528880,102,61730,2
"1556","H",1,529131,300,61700,3
"1557","H",1,529919,101,1500,1
"1558","H",1,530167,101,73450,2
"1559","H",1,530198,102,158100,6
"1560","H",2,530384,104,NA,1
"1561","H",1,530465,200,67000,2
"1562","H",1,530880,200,48800,2
"1563","H",1,530926,104,45000,4
"1564","H",2,530936,102,NA,1
"1565","H",1,531521,300,12700,5
"1566","H",1,531538,103,44000,3
"1567","H",1,531654,300,73400,1
"1568","H",1,532127,104,50000,1
"1569","H",1,532299,200,84000,2
"1570","H",1,532301,200,14640,4
"1571","H",1,532481,103,65500,2
"1572","H",1,532589,103,7000,1
"1573","H",1,532877,300,140,2
"1574","H",1,532956,300,NA,0
"1575","H",1,533354,102,79000,5
"1576","H",1,533609,200,23600,2
"1577","H",1,534360,300,NA,0
"1578","H",1,534382,104,12000,1
"1579","H",1,535249,200,33000,2
"1580","H",1,535307,101,0,1
"1581","H",1,535645,104,69000,3
"1582","H",1,536271,101,NA,0
"1583","H",1,537491,200,84500,2
"1584","H",1,538036,300,37000,2
"1585","H",1,538299,101,68000,4
"1586","H",1,540448,300,89000,3
"1587","H",1,540815,300,42300,1
"1588","H",1,540890,300,37600,3
"1589","H",1,541068,200,182200,3
"1590","H",1,541108,300,107500,2
"1591","H",1,542223,104,58000,1
"1592","H",1,542231,300,143000,2
"1593","H",1,542655,200,28200,1
"1594","H",1,542766,104,85000,1
"1595","H",1,543859,101,2100,1
"1596","H",1,543899,200,35800,3
"1597","H",1,543987,300,84000,2
"1598","H",1,544301,101,10200,3
"1599","H",1,544337,101,45000,2
"1600","H",3,544468,200,NA,1
"1601","H",1,544546,200,3000,1
"1602","H",1,545705,200,32000,3
"1603","H",1,545952,300,NA,0
"1604","H",1,546202,300,58100,2
"1605","H",1,547054,101,8000,1
"1606","H",1,547058,300,36700,3
"1607","H",1,547182,200,175000,2
"1608","H",1,547296,103,20980,1
"1609","H",1,547419,300,NA,0
"1610","H",1,549266,101,NA,0
"1611","H",1,549272,300,NA,0
"1612","H",1,549695,102,164000,2
"1613","H",1,549897,200,35000,2
"1614","H",1,550206,103,135000,2
"1615","H",1,550368,102,21400,2
"1616","H",1,551604,300,NA,0
"1617","H",1,551821,300,47800,2
"1618","H",1,552085,200,40000,3
"1619","H",1,552104,300,17000,1
"1620","H",1,552531,104,165600,5
"1621","H",2,552850,300,NA,1
"1622","H",1,553057,200,54700,2
"1623","H",1,553101,101,23000,2
"1624","H",1,553761,102,138800,3
"1625","H",1,553869,103,58130,3
"1626","H",3,553944,103,NA,1
"1627","H",1,553948,101,63400,1
"1628","H",1,554065,200,88240,3
"1629","H",1,554668,200,88300,6
"1630","H",1,554709,300,52000,2
"1631","H",1,555134,103,38600,3
"1632","H",1,555788,101,59700,8
"1633","H",1,555971,300,NA,0
"1634","H",1,556000,104,135800,3
"1635","H",1,556020,200,120000,2
"1636","H",1,556050,102,55600,4
"1637","H",1,556701,300,85000,2
"1638","H",1,557072,300,NA,0
"1639","H",1,557551,102,128500,2
"1640","H",1,557740,103,40100,4
"1641","H",1,557933,300,67800,2
"1642","H",1,558721,300,NA,0
"1643","H",1,558889,300,51000,4
"1644","H",1,558930,300,NA,0
"1645","H",1,558996,102,86400,5
"1646","H",1,559162,300,61900,2
"1647","H",2,559198,101,NA,1
"1648","H",1,559499,101,49120,1
"1649","H",1,559547,300,73000,2
"1650","H",1,559559,200,66000,2
"1651","H",1,560075,101,152500,2
"1652","H",1,561880,300,24000,4
"1653","H",1,562040,300,NA,0
"1654","H",2,562368,300,NA,1
"1655","H",1,562569,300,NA,0
"1656","H",1,563212,101,NA,0
"1657","H",1,563376,101,10900,1
"1658","H",1,563828,300,NA,0
"1659","H",1,563880,103,93000,3
"1660","H",1,563943,200,NA,0
"1661","H",1,564432,300,113050,2
"1662","H",1,564777,300,67500,2
"1663","H",1,565024,103,127700,7
"1664","H",1,565354,101,208800,5
"1665","H",1,565369,300,24200,2
"1666","H",1,566113,101,20000,1
"1667","H",1,566591,103,27800,1
"1668","H",1,567080,102,80000,1
"1669","H",1,567209,300,NA,0
"1670","H",1,568219,103,29000,1
"1671","H",1,568290,101,62600,2
"1672","H",1,568628,102,118500,2
"1673","H",1,568638,103,41200,2
"1674","H",1,568925,200,58000,2
"1675","H",1,568975,300,7200,1
"1676","H",1,569174,300,253150,2
"1677","H",1,569234,300,NA,0
"1678","H",1,569907,101,40000,1
"1679","H",1,570198,102,24000,4
"1680","H",1,570263,300,80000,2
"1681","H",1,570687,300,108000,2
"1682","H",1,570777,200,31600,2
"1683","H",1,571150,104,142500,4
"1684","H",1,571296,200,3500,1
"1685","H",1,571357,103,56000,1
"1686","H",1,572018,104,28600,3
"1687","H",1,572341,300,NA,0
"1688","H",1,572893,300,19000,1
"1689","H",1,572917,104,225000,2
"1690","H",3,573454,103,NA,1
"1691","H",1,573856,300,52500,2
"1692","H",3,574025,103,NA,1
"1693","H",1,574602,104,100000,2
"1694","H",1,575018,300,78000,2
"1695","H",1,575862,102,260000,4
"1696","H",1,576258,300,16300,2
"1697","H",1,576290,200,NA,0
"1698","H",1,576593,300,14300,1
"1699","H",1,576692,300,51400,3
"1700","H",1,576967,300,44300,2
"1701","H",2,577794,101,NA,1
"1702","H",1,578252,103,31120,4
"1703","H",1,578482,200,40060,1
"1704","H",1,578499,300,24800,2
"1705","H",1,579194,103,23300,2
"1706","H",1,579313,300,NA,0
"1707","H",1,579471,102,32700,2
"1708","H",1,579927,300,52000,3
"1709","H",1,580794,102,157000,3
"1710","H",1,581816,102,11040,1
"1711","H",1,582363,300,57170,1
"1712","H",2,582593,200,NA,1
"1713","H",1,582827,200,NA,0
"1714","H",1,583198,104,110800,2
"1715","H",1,583700,102,23000,7
"1716","H",1,583784,101,77050,3
"1717","H",1,583873,104,74000,2
"1718","H",1,584242,103,105000,2
"1719","H",1,584807,200,210800,5
"1720","H",1,585130,103,58300,1
"1721","H",1,585217,104,103000,3
"1722","H",1,585223,103,72000,2
"1723","H",1,585308,101,57700,1
"1724","H",1,585328,101,47000,2
"1725","H",1,585469,101,105000,2
"1726","H",1,585776,103,55000,2
"1727","H",1,586308,300,30900,1
"1728","H",1,586443,102,151000,2
"1729","H",1,586573,200,58640,4
"1730","H",1,586675,104,70000,2
"1731","H",1,587072,104,255000,4
"1732","H",1,587225,200,90900,2
"1733","H",1,587747,300,126000,2
"1734","H",1,587969,104,40720,4
"1735","H",1,588337,300,61500,3
"1736","H",1,588983,104,38800,1
"1737","H",1,589011,300,250000,2
"1738","H",1,590023,103,16500,1
"1739","H",1,590433,102,140000,4
"1740","H",1,590882,300,NA,0
"1741","H",1,591025,103,55000,2
"1742","H",1,591077,300,36000,2
"1743","H",1,591149,300,19200,1
"1744","H",1,592787,300,24000,3
"1745","H",2,592898,102,NA,1
"1746","H",1,593097,300,NA,0
"1747","H",1,593376,103,40000,3
"1748","H",3,593435,300,NA,1
"1749","H",1,593697,102,56000,1
"1750","H",1,593740,102,110000,2
"1751","H",1,594127,104,24800,2
"1752","H",1,594195,104,161200,4
"1753","H",1,594516,103,24000,1
"1754","H",1,594676,200,14400,2
"1755","H",1,595005,101,48900,2
"1756","H",1,595442,102,146000,4
"1757","H",1,595596,101,100000,1
"1758","H",2,595680,103,NA,1
"1759","H",2,595842,200,NA,1
"1760","H",1,595850,200,175550,4
"1761","H",3,595906,103,NA,1
"1762","H",1,596296,103,53600,3
"1763","H",1,596964,101,50000,1
"1764","H",1,597192,300,NA,0
"1765","H",1,597257,200,102000,2
"1766","H",1,598330,103,72020,3
"1767","H",1,599028,200,45000,3
"1768","H",3,599147,103,NA,1
"1769","H",1,599874,300,105200,2
"1770","H",1,599916,200,43900,1
"1771","H",1,600155,300,NA,0
"1772","H",1,600545,102,128500,2
"1773","H",1,601380,200,26000,1
"1774","H",1,601392,300,170800,2
"1775","H",1,602345,102,632000,2
"1776","H",1,602348,104,29600,1
"1777","H",1,602533,300,NA,0
"1778","H",1,602789,103,93900,2
"1779","H",1,603628,104,5000,1
"1780","H",1,604243,300,33100,2
"1781","H",1,604247,103,67000,4
"1782","H",1,604309,103,20100,1
"1783","H",3,604518,103,NA,1
"1784","H",1,605280,102,261420,3
"1785","H",1,606413,102,24800,2
"1786","H",1,607065,300,122600,2
"1787","H",1,607184,103,31500,2
"1788","H",1,607755,101,30400,2
"1789","H",1,608196,101,355700,3
"1790","H",1,608233,300,NA,0
"1791","H",1,608344,104,27000,3
"1792","H",1,608763,101,89400,1
"1793","H",1,608808,103,56800,4
"1794","H",1,608890,300,NA,0
"1795","H",1,609675,101,114100,1
"1796","H",1,610171,300,18100,1
"1797","H",2,610943,102,NA,1
"1798","H",1,611274,300,NA,0
"1799","H",1,611580,300,57000,2
"1800","H",1,611803,103,183000,4
"1801","H",1,612765,102,98500,3
"1802","H",1,613066,102,402000,2
"1803","H",1,614298,104,206000,1
"1804","H",1,614316,101,55800,5
"1805","H",1,614703,101,65000,4
"1806","H",1,614799,300,205000,2
"1807","H",1,614931,200,157000,4
"1808","H",1,615012,300,147040,5
"1809","H",1,616218,300,43000,3
"1810","H",1,617087,103,115000,3
"1811","H",3,617300,300,NA,1
"1812","H",1,617538,300,34000,4
"1813","H",1,619613,300,107000,2
"1814","H",2,619669,104,NA,1
"1815","H",1,619697,104,164010,4
"1816","H",3,619781,300,NA,1
"1817","H",1,620140,200,29900,3
"1818","H",3,620349,103,NA,1
"1819","H",1,620683,300,NA,0
"1820","H",1,621296,102,65300,2
"1821","H",1,621432,103,39900,2
"1822","H",3,621832,101,NA,1
"1823","H",1,622141,101,50000,1
"1824","H",1,622673,102,130000,1
"1825","H",1,623309,300,NA,0
"1826","H",2,623393,103,NA,1
"1827","H",1,623710,102,72500,2
"1828","H",1,623750,102,83000,3
"1829","H",1,624497,300,NA,0
"1830","H",1,624752,103,143400,4
"1831","H",1,625483,104,197100,4
"1832","H",1,625906,300,120000,2
"1833","H",1,625921,200,9910,1
"1834","H",2,625999,104,NA,1
"1835","H",1,626467,102,57200,2
"1836","H",1,626576,102,78400,2
"1837","H",1,627400,300,51000,4
"1838","H",1,628607,101,81000,1
"1839","H",1,628959,300,59300,2
"1840","H",1,628967,200,24500,4
"1841","H",1,629610,104,67160,1
"1842","H",1,629814,300,122600,3
"1843","H",1,630056,300,NA,0
"1844","H",1,630312,103,18200,1
"1845","H",1,630528,300,65000,2
"1846","H",1,630736,102,NA,0
"1847","H",1,630927,200,83000,1
"1848","H",1,631355,102,65000,1
"1849","H",1,631652,200,34000,1
"1850","H",1,631778,102,112000,1
"1851","H",1,632410,104,131700,5
"1852","H",1,632930,300,117000,2
"1853","H",1,633379,200,174500,4
"1854","H",1,633813,300,NA,0
"1855","H",2,633875,200,NA,1
"1856","H",1,633903,300,10800,1
"1857","H",1,633957,102,42000,1
"1858","H",1,634068,104,39500,2
"1859","H",1,634440,101,42000,5
"1860","H",1,634673,103,48000,2
"1861","H",1,634815,102,72000,1
"1862","H",1,634846,200,101900,2
"1863","H",1,634997,104,110000,4
"1864","H",3,635315,103,NA,1
"1865","H",1,635760,300,71000,2
"1866","H",1,635925,104,48000,2
"1867","H",1,636238,102,32100,3
"1868","H",2,636467,200,NA,1
"1869","H",1,638073,300,47200,2
"1870","H",1,638290,300,NA,0
"1871","H",1,638943,200,43600,1
"1872","H",1,638988,102,27400,1
"1873","H",1,639043,102,28200,2
"1874","H",1,639770,200,37010,1
"1875","H",2,639922,101,NA,1
"1876","H",1,640572,102,126000,4
"1877","H",1,641171,102,26500,4
"1878","H",1,641179,300,64000,2
"1879","H",1,641256,101,40930,2
"1880","H",1,641260,300,20500,1
"1881","H",1,641436,103,57000,5
"1882","H",1,641569,104,74000,4
"1883","H",1,641791,103,84000,9
"1884","H",1,642499,300,84080,2
"1885","H",1,642595,101,13500,1
"1886","H",1,642649,300,20890,3
"1887","H",1,643142,200,120000,2
"1888","H",3,643212,103,NA,1
"1889","H",1,643298,300,37000,2
"1890","H",1,643676,300,NA,0
"1891","H",1,644012,104,22000,3
"1892","H",1,644732,104,56000,2
"1893","H",1,644813,103,73600,2
"1894","H",1,644880,102,21950,1
"1895","H",1,645399,104,124000,3
"1896","H",3,645788,103,NA,1
"1897","H",1,645970,101,12500,1
"1898","H",1,646494,103,95000,1
"1899","H",1,646561,102,18000,1
"1900","H",1,646696,103,127000,4
"1901","H",1,646764,101,87000,2
"1902","H",1,646904,300,NA,0
"1903","H",1,647031,104,5200,5
"1904","H",1,647076,102,109000,3
"1905","H",1,647089,102,61000,3
"1906","H",1,647706,103,402500,3
"1907","H",1,647839,101,45200,2
"1908","H",2,648314,102,NA,1
"1909","H",1,648476,104,48600,2
"1910","H",1,648617,103,84250,3
"1911","H",1,649524,101,40700,2
"1912","H",1,650204,300,100000,3
"1913","H",1,651455,101,0,3
"1914","H",2,651623,102,NA,1
"1915","H",1,652298,300,7500,1
"1916","H",1,652901,102,84050,5
"1917","H",1,653479,300,4000,5
"1918","H",1,655505,101,NA,0
"1919","H",1,655545,300,NA,0
"1920","H",1,655694,300,22900,5
"1921","H",3,656066,102,NA,1
"1922","H",1,656154,103,102700,5
"1923","H",1,657352,101,28000,6
"1924","H",1,658041,101,67300,1
"1925","H",1,658334,300,10500,5
"1926","H",1,659537,300,NA,0
"1927","H",1,659664,300,71000,2
"1928","H",1,659701,102,162000,3
"1929","H",1,660046,102,136800,1
"1930","H",1,660503,101,16000,2
"1931","H",1,660603,102,30800,1
"1932","H",1,661052,200,74600,3
"1933","H",1,661367,102,52000,1
"1934","H",2,661435,103,NA,1
"1935","H",1,661456,101,45340,4
"1936","H",1,661795,104,328400,2
"1937","H",1,662646,103,75800,2
"1938","H",1,662685,300,42700,2
"1939","H",1,662844,102,39900,1
"1940","H",1,663701,200,36000,2
"1941","H",1,663770,200,50100,1
"1942","H",1,664793,200,77000,2
"1943","H",1,664897,104,30000,2
"1944","H",1,665446,102,120000,3
"1945","H",1,666556,101,NA,0
"1946","H",1,666608,300,NA,0
"1947","H",1,666613,103,9200,1
"1948","H",1,667248,300,NA,0
"1949","H",1,668071,300,44000,3
"1950","H",1,668195,300,53000,2
"1951","H",1,669185,103,50000,1
"1952","H",1,669209,200,41500,2
"1953","H",1,669590,300,NA,0
"1954","H",1,670083,300,106040,5
"1955","H",1,670129,104,115400,2
"1956","H",1,671852,300,NA,0
"1957","H",1,672039,300,NA,0
"1958","H",1,672397,103,19500,2
"1959","H",1,674110,104,40000,2
"1960","H",1,674166,101,29600,1
"1961","H",1,674644,104,93000,2
"1962","H",1,674686,300,21000,1
"1963","H",1,674736,300,39000,2
"1964","H",1,675209,103,26400,4
"1965","H",1,675278,200,82100,10
"1966","H",1,675875,102,74600,2
"1967","H",1,676013,300,73000,2
"1968","H",1,676141,200,60000,3
"1969","H",1,677679,300,38000,2
"1970","H",1,677746,103,91880,4
"1971","H",1,678407,200,19500,3
"1972","H",1,678448,103,38220,2
"1973","H",1,678532,103,103300,6
"1974","H",1,678923,300,6000,3
"1975","H",1,678962,200,62000,6
"1976","H",1,679081,300,115400,2
"1977","H",1,679478,103,11300,1
"1978","H",1,679701,300,NA,0
"1979","H",1,680713,300,NA,0
"1980","H",1,681215,102,120000,2
"1981","H",1,681974,300,NA,0
"1982","H",1,683319,300,12700,3
"1983","H",1,683467,300,43800,2
"1984","H",1,684004,104,14000,1
"1985","H",1,684064,101,86000,2
"1986","H",1,684520,102,NA,0
"1987","H",1,684976,200,49880,2
"1988","H",1,685240,102,167000,5
"1989","H",1,685331,102,16000,1
"1990","H",1,685815,300,16900,1
"1991","H",1,686180,102,96500,2
"1992","H",1,686472,300,8400,1
"1993","H",1,687587,200,160700,3
"1994","H",1,687636,300,236200,2
"1995","H",1,687695,200,186820,2
"1996","H",1,687886,103,45000,2
"1997","H",1,688828,200,26500,1
"1998","H",1,688856,300,NA,0
"1999","H",1,688944,300,NA,0
"2000","H",1,689460,300,NA,0
"2001","H",1,689945,300,NA,0
"2002","H",1,690240,200,60020,5
"2003","H",2,690900,104,NA,1
"2004","H",1,690902,103,198500,2
"2005","H",1,692027,101,52500,2
"2006","H",1,692172,104,171800,7
"2007","H",1,693069,200,106000,4
"2008","H",1,693373,300,75500,4
"2009","H",1,693689,104,69000,3
"2010","H",1,693726,101,18930,8
"2011","H",1,694540,200,9100,1
"2012","H",1,694905,104,137700,2
"2013","H",1,694976,200,62000,2
"2014","H",1,694998,300,0,2
"2015","H",1,695162,102,146000,3
"2016","H",1,695624,300,32000,2
"2017","H",1,695629,103,122400,4
"2018","H",1,696211,103,32500,2
"2019","H",1,696219,104,201760,5
"2020","H",1,696227,104,150001,2
"2021","H",1,696447,102,142200,2
"2022","H",1,696513,300,NA,0
"2023","H",1,696599,200,122000,3
"2024","H",3,697552,103,NA,1
"2025","H",1,698003,103,44800,1
"2026","H",1,698531,300,148300,2
"2027","H",1,698796,103,75400,2
"2028","H",1,699008,300,154900,2
"2029","H",1,699842,200,88200,2
"2030","H",1,700587,101,92000,2
"2031","H",1,701032,101,97200,7
"2032","H",1,701088,300,13000,1
"2033","H",1,701274,300,48000,2
"2034","H",1,701617,200,65000,1
